3.350200433564552716e-02,6.182169030037476531e-02,6.386332725638610430e-02,6.346816094222312854e-02,1.913011466472971933e-02,3.799664075384639322e-02,1.636078076538041368e-02,2.522805342054130692e-02,3.557753971159286627e-02
2.505078217324118589e-02,9.391175060659802398e-02,5.962825285899903127e-02,5.307164446957592790e-02,2.346464070466161220e-02,1.850605975060840708e-02,1.558090317426606523e-02,2.220508116571807619e-02,4.064242865053186576e-02
3.190356798723573833e-02,1.069776861638862819e-01,8.011050868432892380e-02,5.641072680553849139e-02,2.130266659432144757e-02,4.171818929108474239e-02,1.467727456353959403e-02,3.968119870130881743e-02,3.956537035826957621e-02
3.384694974174760895e-02,9.214456112562952050e-02,7.401096778141932897e-02,6.479042813769413101e-02,3.383514672421949337e-02,2.293058114607281553e-02,1.080923958797207034e-02,2.197608377883783840e-02,2.365719628763036583e-02
5.179982277750809494e-02,9.067190085229547003e-02,6.153819427436005296e-02,5.373327003630256476e-02,2.201414572812391071e-02,5.094138675748977052e-02,3.102078628178552705e-02,5.400395669168931573e-02,4.875736109441317079e-02
4.234067608549502842e-02,7.194115656073479803e-02,5.847045344146262202e-02,4.889654614471073552e-02,4.135009567012384174e-02,2.994551229810222051e-02,1.960622759336498253e-02,8.199746199244477632e-03,3.999628974433541706e-02
3.642120249818842775e-02,9.847163753537806208e-02,5.885153190908744975e-02,3.939134399143150861e-02,2.019356081725538071e-02,4.048725811831422466e-02,1.878445410326847267e-02,1.773431308598558825e-02,4.506221763152246096e-02
3.449511654372409974e-02,1.031740616893030149e-01,7.201091325653950770e-02,5.223676089406037448e-02,2.868924455968611606e-02,1.690304801297200579e-02,1.534899286184384336e-02,3.041772694158271367e-02,3.717097339041986609e-02
3.818396146959297105e-02,9.482372912763481487e-02,8.538584217809748467e-02,5.055974251221726640e-02,3.222338914448910629e-02,1.831222079588439022e-02,6.433368429151541633e-03,1.784357634887101182e-02,3.792746009960631243e-02
5.472948014089415447e-02,6.125940134244844959e-02,7.096237878097408358e-02,4.853152793117192221e-02,3.238581143956138081e-02,3.671512423214948889e-02,3.037733820412964053e-02,2.617885677629069180e-02,3.816012203441871559e-02
3.026243641184164432e-02,7.325323609142773973e-02,7.070524175816395029e-02,5.598848201717233908e-02,2.490774029701601361e-02,5.529431787321366365e-02,2.867064619197954439e-02,4.170166774320777092e-02,2.725929065322196462e-02
3.042937217019202334e-02,7.804953873740026749e-02,5.895797850528240736e-02,4.974594795295389504e-02,2.282206462299104718e-02,4.204283918958522104e-02,2.894343446125734881e-02,2.069663337016354812e-02,4.381792164301474835e-02
2.956220547194930715e-02,1.224180339738298456e-01,6.765787040444007361e-02,5.126766455474810608e-02,1.422034862401435132e-02,3.921453522978966127e-02,1.093693449397311300e-02,2.635874664169626791e-02,6.414797902580385291e-02
1.949705164036938734e-02,7.388175496748908277e-02,6.359284452550927058e-02,4.202302207399253448e-02,4.384850197714124098e-02,3.193386215359812069e-02,1.265053129194258948e-02,2.603860377733713607e-02,2.352147783832845770e-02
3.865750006931559929e-02,8.870103292955135166e-02,7.978452909236928570e-02,4.919967694339051623e-02,2.322435451548291938e-02,4.977662714688953216e-02,1.561183556467310961e-02,1.892681101397172827e-02,3.513969084415154154e-02
4.254524114261556966e-02,6.316779608501095489e-02,1.048203524897024508e-01,6.392688880193550527e-02,2.620318743528628203e-02,5.880631205386785409e-02,9.566531551109288059e-03,1.239101674008558605e-02,3.232426508559976125e-02
2.536154700087774397e-02,1.049410719096790928e-01,6.863726425252682228e-02,4.431644619391832823e-02,2.748438607594957256e-02,2.895209908453326431e-02,9.061813974093816185e-03,2.088143383027937436e-02,5.374659562543673136e-02
6.834423114002503852e-02,7.755628803085702627e-02,8.687003773957605035e-02,7.202646979930625581e-02,4.079219762096548269e-02,4.056673250057352825e-02,1.678611859522479918e-02,5.834491938188645505e-03,2.851887565440353392e-02
3.554206167865187754e-02,9.807055823735355560e-02,5.440209001536959466e-02,5.977186615274283216e-02,3.004265931284457597e-02,6.380020838904652825e-02,1.662390141660779683e-02,2.751555218589767440e-02,4.180477489414354680e-02
2.330612561262482632e-02,1.027988612908855848e-01,5.447386917545266050e-02,6.128524606779135048e-02,3.974306573456085068e-02,1.776919238889219585e-02,2.680993404365729013e-02,1.753621119626520147e-02,6.437890736740960185e-02
5.499051300644344775e-02,7.382950361014309348e-02,6.534929092508148796e-02,3.641070881726954367e-02,2.141339929942252460e-02,2.537193035248883760e-02,1.719387891935952178e-02,3.843687132830930081e-02,4.637237018211982920e-02
2.437286487580434674e-02,1.182610783663209097e-01,4.869882806918972296e-02,4.594817338284474389e-02,2.318814919838623964e-02,4.510953214326435257e-02,1.562864003875899868e-02,3.112655447575163326e-02,3.667576685042449325e-02
5.404686953409058858e-02,8.873051134951329133e-02,4.725583852379945660e-02,3.215229544501043563e-02,2.740764154138814607e-02,2.681886850839567196e-02,1.469534563046369195e-02,2.208696823159046058e-02,3.056877508420362613e-02
2.290722685701240130e-02,7.795901976829743008e-02,7.597868879505921547e-02,4.543311436762801497e-02,1.648842629913633770e-02,2.997638608666508553e-02,2.155346889634026861e-02,2.320112000342874209e-02,4.139632504249574768e-02
2.703269209571540141e-02,9.372854855808285257e-02,4.872205305395543168e-02,3.442867776366406035e-02,2.087333376955748804e-02,3.289745503084175182e-02,3.294390327779282007e-02,2.124846629191862180e-02,4.132947757430575908e-02
